002     |0.0911
007     |0.2215
027     |0.1958
029     |0.1369
037     |0.2777
043     |0.0289
060     |0.4   
076     |0.3525
082     |0.2699
118     |0.6416
124     |0.4866
156     |0.2118
179     |0.0922
181     |0.1249
189     |0.1142
198     |0.6578
223     |0.1666
234     |0.0919
236     |0.3752
249     |0.3799
250     |0.5434
251     |0.2   
252     |0.2433
254     |0.4115
256     |0.3466
260     |0.1962
262     |0.2915
269     |0.1748
281     |0.1028
282     |0.1313
289     |0.1215
298     |0.1114
299     |0.1133
301     |0.1477
309     |0.0700
311     |0.2801
328     |0.1283
332     |0.2409
334     |0.3007
335     |0.1655
377     |0.0324
381     |0.0793
382     |0.0869
383     |0.2209
384     |0.5578
385     |0.2202
388     |0.2361
393     |0.1038
408     |0.2247
419     |0.2439
426     |0.2242
427     |0.2150
002     |0.0911
007     |0.0738
027     |0.0652
043     |0.0289
046     |0.4739
076     |0.1175
118     |0.0916
219     |0.5882
243     |0.0822
249     |0.1266
254     |0.2057
258     |0.1234
259     |0.2237
267     |0.1455
303     |0.0720
304     |0.0663
325     |0.1126
351     |0.0248
369     |0.0309
381     |0.0793
393     |0.1038
002     |0.2734
043     |0.0289
052     |0.2906
098     |0.3703
161     |0.4761
174     |0.3236
236     |0.1876
237     |0.2518
239     |0.4524
240     |0.0861
252     |0.2433
266     |3.4042
271     |0.3039
272     |0.4956
274     |0.4716
281     |0.1028
289     |0.1215
292     |0.0975
298     |0.0557
328     |0.1283
331     |0.0820
333     |0.0577
335     |0.3311
379     |0.4360
380     |0.3633
381     |0.0793
382     |0.1739
383     |6.9955
393     |0.1038
396     |1.7667
397     |2.2526
002     |0.0911
006     |3.8461
147     |0.7662
152     |0.1567
230     |0.2865
295     |0.2   
348     |0.0333
376     |0.0322
002     |1.0938
005     |0.1941
007     |0.0738
010     |0.3937
019     |0.0672
027     |1.8929
036     |0.5208
043     |0.1737
047     |0.2325
064     |0.2079
076     |0.4700
082     |0.1349
089     |0.6060
106     |0.4219
107     |3.7735
118     |0.2749
119     |0.1428
124     |0.7299
137     |0.0807
146     |0.1222
154     |0.4175
159     |0.5063
164     |0.4016
166     |1.6194
175     |0.8547
179     |0.1845
181     |0.2498
189     |0.2285
212     |3.4246
221     |1.3986
223     |5.0   
235     |0.1390
267     |0.1455
289     |0.0607
311     |0.1400
315     |0.1438
348     |0.0333
353     |0.0751
359     |0.0310
381     |0.0793
382     |0.2608
388     |0.1180
390     |0.5376
393     |0.1038
395     |0.1683
397     |0.7835
433     |0.0186
434     |0.0224
435     |0.0229
436     |0.0302
437     |0.0274
445     |0.6389
446     |0.2061
500     |0.4310
502     |0.5025
002     |0.0911
047     |0.2325
102     |5.0   
102     |5.0   
380     |0.0908
502     |1.0050
002     |0.0911
007     |0.0738
159     |0.2531
181     |0.0624
189     |0.1142
223     |0.1666
390     |0.0896
002     |0.0911
007     |0.0738
008     |0.9661
011     |0.1879
026     |0.2083
027     |0.0652
037     |0.2777
086     |0.3623
091     |0.2487
101     |0.1517
141     |0.2188
145     |0.3952
146     |0.1222
152     |0.0783
156     |0.1059
160     |0.3311
181     |0.0624
225     |0.7246
234     |0.0919
243     |0.3289
246     |0.1447
251     |0.2   
256     |0.1733
259     |0.2237
287     |0.1242
289     |0.0607
298     |0.0557
304     |0.0663
308     |0.0942
325     |0.1126
333     |0.0577
002     |0.2734
027     |1.7624
043     |0.0289
058     |0.2824
066     |0.1464
082     |0.6747
106     |0.4219
118     |0.0916
133     |0.6211
150     |1.6627
156     |0.1059
159     |3.0379
172     |0.4587
179     |0.1845
189     |0.2285
202     |0.4608
238     |0.3021
240     |0.0861
242     |0.3294
243     |0.1644
244     |0.2656
246     |0.1447
249     |0.0633
258     |0.3703
266     |0.4255
271     |0.6079
272     |0.1239
279     |0.0757
282     |0.2626
289     |0.3645
290     |1.3769
297     |0.4444
301     |0.1477
303     |0.0720
304     |0.2652
307     |0.0749
308     |0.4712
325     |0.1126
331     |0.0820
333     |0.5199
339     |0.0689
343     |0.0808
349     |0.0611
353     |0.0375
355     |0.0880
361     |0.0662
369     |0.0309
376     |0.0322
378     |0.1788
379     |0.2906
380     |0.9082
381     |1.3481
382     |2.2608
383     |0.8100
384     |0.1394
385     |0.4405
387     |0.4273
388     |0.8264
389     |0.2222
390     |0.6272
392     |0.8403
394     |1.0540
395     |0.3367
397     |0.8814
408     |1.3483
419     |0.2439
426     |0.2242
427     |1.2903
428     |0.5813
002     |0.2734
016     |0.4132
029     |0.8219
043     |0.1448
044     |0.2624
062     |0.5076
137     |0.2421
150     |0.2375
152     |0.0783
156     |0.3177
161     |2.3809
181     |0.2498
189     |0.1142
199     |0.8403
209     |0.7722
238     |0.3021
258     |0.2469
260     |0.1962
267     |0.1455
269     |0.0874
272     |0.2478
283     |0.1434
289     |0.3037
290     |0.1721
295     |0.2   
297     |1.7777
298     |0.0557
303     |0.2881
304     |0.3315
308     |0.3770
311     |0.2801
315     |0.2877
323     |0.1118
328     |0.1283
331     |0.2461
333     |0.2310
344     |0.0299
353     |0.0751
372     |0.0340
376     |0.0322
379     |0.2906
380     |0.6357
381     |0.3172
382     |0.2608
383     |0.2945
385     |0.4405
386     |1.5009
387     |0.2136
388     |1.7709
390     |0.4480
395     |0.3367
396     |0.3533
419     |0.2439
426     |0.2242
002     |0.0911
007     |0.2215
011     |0.1879
019     |0.0672
030     |0.5   
037     |0.1388
038     |0.3401
043     |0.0579
047     |0.4651
067     |0.4739
068     |0.7462
076     |0.4700
078     |0.4385
080     |0.5235
106     |0.4219
108     |0.6060
124     |0.4866
137     |0.2421
146     |0.3667
152     |0.0783
160     |0.3311
161     |0.2380
164     |0.4016
179     |0.2767
199     |0.4201
205     |0.5025
207     |0.2347
215     |0.3246
219     |0.5882
244     |0.1328
259     |0.2237
363     |0.0709
376     |0.0322
377     |0.0324
378     |0.1788
380     |0.2724
382     |0.3478
383     |0.1472
384     |0.1394
385     |0.1101
388     |0.1180
389     |0.3333
392     |0.1050
394     |0.1317
397     |0.1958
453     |0.2824
501     |0.2659
503     |1.1111
002     |0.4557
007     |0.1477
018     |1.6260
029     |0.1369
052     |0.2906
076     |0.2350
117     |2.7777
119     |0.1428
120     |0.9708
124     |0.2433
137     |0.0807
146     |0.1222
147     |0.5747
156     |0.2118
166     |0.4048
177     |1.2048
179     |0.1845
181     |0.0624
192     |0.3861
223     |0.1666
234     |0.2759
246     |0.1447
248     |0.2237
252     |0.1216
266     |0.1418
281     |0.1028
282     |0.0656
289     |0.0607
323     |0.1118
328     |0.1283
333     |0.0577
343     |0.0808
345     |0.0311
351     |0.0248
355     |0.0586
364     |0.0245
376     |0.0322
377     |0.0324
379     |0.2906
380     |0.0908
383     |0.1472
387     |0.2136
391     |0.3105
392     |0.1050
393     |0.1038
394     |0.2635
002     |0.0911
007     |0.0738
027     |0.0652
116     |1.6666
118     |0.0916
123     |0.7462
156     |0.1059
308     |0.0942
340     |0.0320
349     |0.0611
353     |0.0375
381     |0.0793
383     |0.0736
392     |0.2100
002     |0.0911
027     |0.0652
042     |0.2304
052     |0.2906
146     |0.1222
223     |0.1666
251     |0.2   
252     |0.1216
331     |0.0820
349     |0.0611
359     |0.0310
364     |0.0245
376     |0.0644
391     |0.1552
002     |0.0911
027     |0.0652
249     |0.0633
264     |0.2347
289     |0.1215
381     |0.0793
389     |0.2222
002     |0.0911
019     |0.1345
027     |0.0652
263     |0.3424
339     |0.0344
340     |0.0320
349     |0.0611
351     |0.0248
353     |0.0375
359     |0.0310
362     |0.0361
363     |0.0354
364     |0.0245
377     |0.0324
381     |0.5551
384     |0.1394
397     |0.0979
002     |0.0911
007     |0.0738
119     |0.1428
223     |0.3333
244     |0.1328
256     |0.1733
260     |0.0981
269     |0.0874
275     |0.2762
287     |0.1242
311     |0.1400
335     |0.1655
002     |0.0911
076     |0.1175
260     |0.0981
266     |0.1418
378     |0.3577
384     |0.1394
002     |0.0911
101     |0.1517
152     |0.0783
254     |0.4115
262     |0.2915
269     |0.0874
295     |0.4   
323     |0.1118
329     |0.2036
333     |0.1155
358     |0.0333
395     |0.3367
002     |0.0911
019     |0.1345
129     |0.5102
133     |0.6211
181     |0.0624
219     |2.3529
226     |0.5586
229     |0.4830
232     |0.2762
233     |0.1388
235     |0.2781
240     |0.1722
242     |0.1647
279     |0.0757
281     |0.1028
282     |0.0656
284     |0.1572
286     |0.2998
289     |0.1215
295     |0.6   
311     |0.1400
331     |0.1640
336     |0.0344
340     |0.0320
344     |0.0598
345     |0.0311
348     |0.0333
349     |0.1223
351     |0.0496
353     |0.0375
359     |0.0310
361     |0.0331
364     |0.0490
369     |0.0309
388     |0.2361
389     |0.4444
419     |0.2439
426     |0.2242
002     |0.0911
007     |0.0738
009     |0.1196
040     |0.1904
043     |0.0289
062     |0.5076
119     |0.1428
137     |0.3228
154     |0.2087
159     |0.2531
184     |0.3984
218     |0.8403
233     |0.1388
240     |0.2583
248     |0.2237
249     |0.1266
258     |0.2469
260     |0.2944
263     |0.3424
267     |0.2911
273     |0.2531
274     |0.2358
279     |0.0757
280     |0.3211
287     |0.1242
289     |0.0607
290     |0.1721
312     |0.4716
315     |0.1438
323     |0.2237
328     |0.1283
331     |0.0820
333     |0.1733
362     |0.0361
375     |0.0328
378     |0.3577
381     |0.0793
383     |0.1472
388     |0.2361
391     |0.1552
393     |0.2076
395     |0.5050
002     |0.1823
007     |0.0738
019     |0.0672
043     |0.0579
082     |0.1349
129     |0.5102
146     |0.6112
152     |0.0783
161     |0.2380
188     |0.4385
234     |0.0919
238     |0.6042
252     |0.1216
266     |0.1418
273     |0.2531
282     |0.1313
289     |0.0607
290     |0.1721
331     |0.1640
335     |0.1655
336     |0.0688
337     |0.0518
339     |0.1033
346     |0.0266
348     |0.0333
350     |0.0294
353     |0.0751
355     |0.0293
358     |0.0666
359     |0.0310
361     |0.0662
365     |0.0284
369     |0.1549
375     |0.0328
376     |0.0966
377     |0.0973
381     |0.1586
383     |0.0736
388     |3.0696
390     |0.0896
393     |0.2076
394     |0.1317
395     |0.1683
408     |0.2247
419     |0.2439
426     |0.2242
427     |0.2150
445     |0.1597
002     |0.0911
027     |0.3263
043     |0.0289
146     |0.2444
156     |0.3177
160     |0.3311
161     |0.2380
336     |0.0344
340     |0.0641
342     |0.0290
346     |0.0533
348     |0.0333
350     |0.0294
351     |0.0248
353     |0.0375
355     |0.0293
361     |0.0331
363     |0.0354
364     |0.0490
365     |0.0284
375     |0.0328
376     |0.0322
377     |0.0324
386     |0.3752
389     |0.1111
390     |0.0896
445     |0.1597
446     |0.2061
500     |0.4310
002     |0.0911
024     |1.4492
037     |0.1388
043     |0.0868
049     |0.8264
059     |1.9607
082     |0.1349
114     |0.4587
137     |0.7263
181     |0.1249
189     |0.1142
205     |0.2512
234     |0.1839
235     |0.6954
243     |0.2467
246     |0.2894
286     |0.1499
290     |0.3442
336     |0.0344
338     |0.0276
340     |0.0320
342     |0.0290
344     |0.0598
345     |0.0622
348     |0.2000
349     |0.0611
350     |0.0294
351     |0.0744
353     |0.0751
355     |0.0293
358     |0.0999
359     |0.0310
361     |0.0662
363     |0.0354
364     |0.0735
365     |0.0569
366     |0.0300
369     |0.0929
370     |0.0270
375     |0.0656
376     |0.0644
379     |0.1453
380     |0.0908
382     |0.1739
383     |0.6627
386     |0.1876
389     |0.2222
390     |0.3584
391     |1.2422
394     |0.1317
495     |1.1494
500     |0.8620
002     |0.3646
027     |0.0652
249     |0.5066
256     |0.3466
264     |5.1643
267     |0.2911
270     |0.2227
271     |0.3039
289     |0.2430
292     |0.0975
349     |0.0611
379     |0.1453
380     |0.0908
381     |0.0793
382     |0.0869
392     |0.1050
395     |0.1683
396     |2.1201
397     |0.3917
419     |0.2439
426     |0.2242
002     |0.0911
027     |0.1305
181     |0.1249
234     |0.1839
235     |0.1390
242     |0.1647
243     |0.1644
246     |0.1447
247     |0.1197
249     |0.0633
276     |0.1508
326     |0.1254
328     |0.1283
331     |0.0820
339     |0.0344
344     |0.0299
345     |0.0311
360     |0.0304
364     |0.0245
368     |0.0327
369     |0.0309
002     |0.1823
016     |0.4132
147     |0.1915
152     |0.1567
298     |0.0557
303     |0.0720
323     |0.1118
002     |0.0911
016     |0.4132
028     |0.2105
107     |1.8867
118     |0.0916
172     |1.3761
192     |1.1583
202     |1.3824
212     |2.0547
222     |0.4552
363     |0.0709
002     |0.0911
009     |0.1196
043     |0.2316
156     |0.2118
181     |0.0624
233     |0.1388
235     |0.1390
243     |0.0822
244     |0.2656
276     |0.1508
277     |0.1333
278     |0.2217
282     |0.0656
287     |0.2484
315     |0.1438
333     |0.0577
336     |0.0344
338     |0.0276
339     |0.1722
340     |0.0320
344     |0.0299
345     |0.0311
348     |0.0333
349     |0.1223
350     |0.0294
359     |0.0620
360     |0.0304
362     |0.0361
363     |0.0354
364     |0.0735
365     |0.0284
366     |0.0300
372     |0.0681
376     |0.0322
396     |0.3533
002     |0.2734
011     |0.1879
012     |1.1764
027     |0.3263
029     |0.2739
034     |0.5769
037     |0.1388
040     |0.1904
043     |0.1158
060     |0.4   
062     |0.5076
096     |0.625 
107     |1.8867
116     |0.8333
118     |0.0916
139     |0.4310
146     |0.1222
233     |0.1388
243     |0.0822
260     |0.0981
340     |0.0320
345     |0.0311
351     |0.0248
361     |0.0331
363     |0.0354
369     |0.0309
370     |0.0540
379     |0.1453
380     |0.0908
381     |0.0793
382     |0.0869
384     |0.5578
386     |0.7504
388     |0.1180
389     |0.1111
393     |0.1038
408     |0.6741
426     |0.2242
427     |0.6451
446     |0.2061
500     |0.8620
501     |0.5319
002     |0.1823
007     |0.0738
028     |0.2105
043     |0.0868
049     |0.8264
066     |1.0248
087     |0.3322
106     |0.4219
118     |0.0916
177     |0.6024
194     |0.9345
220     |15.841
222     |0.1517
277     |0.1333
307     |0.0749
329     |0.2036
336     |0.1377
337     |0.1036
338     |0.0828
339     |0.1033
340     |0.0641
341     |0.1188
342     |0.0872
344     |0.1796
345     |0.0933
346     |0.0266
347     |0.0314
348     |0.2000
349     |0.3059
350     |0.0884
351     |0.0744
353     |0.0751
356     |0.4163
357     |0.0733
358     |0.1999
359     |0.0310
360     |0.1216
361     |0.0331
362     |0.0361
363     |0.2483
365     |0.0854
366     |0.0300
368     |0.0655
369     |0.0929
370     |0.0540
372     |0.0340
373     |0.0626
374     |0.0789
376     |0.2577
377     |0.0649
381     |0.0793
392     |0.1050
437     |0.0137
445     |0.4792
448     |0.6493
449     |1.4084
502     |0.5025
002     |0.6381
021     |0.4608
022     |0.1683
027     |0.8485
028     |0.2105
033     |0.7936
043     |0.2316
044     |0.7874
053     |1.2345
060     |0.4   
064     |0.2079
074     |0.2450
083     |1.7391
118     |0.0916
121     |1.7094
133     |0.9316
141     |0.2188
150     |0.2375
152     |0.3134
160     |0.3311
173     |1.0638
179     |0.1845
181     |0.4996
183     |0.5434
189     |0.4571
193     |0.5747
203     |0.5586
205     |0.5025
206     |1.1363
207     |0.2347
211     |0.5434
213     |0.2915
222     |0.3034
232     |0.2762
234     |1.1039
235     |0.5563
236     |0.1876
237     |0.2518
240     |1.0335
242     |0.8237
243     |1.4802
244     |1.9920
245     |0.8241
246     |0.8683
247     |1.6766
248     |0.6711
249     |1.2666
250     |0.1811
251     |0.2   
252     |0.2433
255     |0.5405
258     |0.2469
259     |0.4474
262     |0.2915
264     |0.2347
266     |0.1418
267     |0.5822
269     |0.1748
270     |0.2227
272     |0.1239
276     |2.5641
279     |0.3787
280     |0.3211
281     |5.1440
282     |2.7577
283     |0.1434
284     |0.9433
285     |0.5836
286     |1.3493
287     |0.1242
288     |0.8333
289     |1.1543
290     |0.1721
291     |0.5571
292     |0.2926
293     |0.5952
295     |0.6   
296     |0.3816
298     |1.5041
299     |0.9070
300     |0.5714
301     |1.4771
303     |0.1440
304     |0.7957
305     |1.0695
306     |0.2923
307     |0.1499
309     |0.2803
311     |0.9803
314     |0.4065
315     |0.1438
316     |0.5221
319     |0.4424
320     |1.3793
322     |1.0928
323     |0.3355
325     |0.1126
326     |0.2509
329     |1.6293
331     |0.4922
332     |0.4819
333     |1.7331
334     |0.7518
335     |0.1655
340     |0.0641
344     |0.0299
349     |0.0611
351     |0.0248
378     |0.1788
379     |0.1453
380     |0.0908
381     |0.2379
382     |0.0869
383     |0.1472
384     |0.2789
385     |0.2202
386     |0.1876
387     |0.2136
388     |0.1180
389     |0.1111
390     |0.0896
391     |0.1552
392     |0.1050
393     |0.1038
394     |0.1317
395     |1.0101
396     |1.7667
397     |0.0979
408     |0.2247
419     |0.2439
426     |0.2242
427     |0.2150
446     |0.2061
447     |0.3333
448     |0.6493
477     |0.8620
002     |0.1823
043     |0.1158
159     |0.2531
187     |0.7936
223     |0.1666
266     |0.2836
267     |0.1455
276     |0.4524
281     |0.1028
282     |0.0656
286     |0.1499
289     |0.0607
297     |0.4444
311     |0.1400
333     |0.0577
334     |0.4511
361     |0.0331
381     |0.1586
382     |0.3478
392     |0.1050
395     |0.1683
397     |0.0979
002     |0.0911
017     |1.0309
027     |0.0652
034     |0.1923
050     |0.1964
119     |0.1428
181     |0.0624
218     |0.8403
239     |0.2262
335     |0.1655
368     |0.0327
381     |0.1586
382     |0.0869
392     |0.2100
393     |0.1038
394     |0.1317
002     |0.0911
067     |0.4739
089     |0.6060
243     |0.0822
247     |0.1197
248     |0.2237
249     |0.0633
267     |0.1455
269     |0.0874
282     |0.0656
287     |0.1242
301     |0.1477
307     |0.0749
311     |0.1400
313     |0.2155
329     |0.2036
331     |0.0820
385     |0.1101
002     |0.0911
044     |0.2624
184     |0.3984
202     |0.4608
290     |0.1721
312     |0.4716
315     |0.1438
359     |0.0620
364     |0.0245
378     |4.8300
385     |0.1101
392     |0.4201
393     |1.3499
394     |0.1317
419     |0.2439
426     |0.2242
002     |0.0911
004     |0.7692
